28 34 14799
12042 12847.5 14823 21600 6950
regional : 577376, -2049, 5057, 95.15, 116400, 1
major : 573980, 264, -242, 48.84, 248250, 3
regional : 170683, 2611, 5450, 75.24, 131400, 2
regional : 954360, 3915, -35, 94.82, 147400, 2
major : 387608, -1104, -675, 55.11, 177750, 2
major : 315848, 302, 6203, 50.49, 235000, 3
major : 561317, -201, 1964, 76.67, 208750, 1
regional : 247240, 6779, 723, 68.64, 139000, 2
regional : 534531, -2836, 4332, 98.56, 147800, 2
regional : 421291, 708, -283, 74.36, 113600, 2
regional : 244032, 452, 5365, 71.72, 157800, 2
regional : 901768, -1650, -1155, 69.85, 100800, 2
major : 337164, 19, 1445, 48.73, 212750, 2
regional : 420310, -437, 1136, 100.98, 168200, 1
major : 614004, -6396, -1861, 69.41, 140250, 3
regional : 730621, -4401, -2690, 108.02, 143000, 2
major : 766338, -515, -2242, 74.58, 237250, 2
regional : 591766, -1370, 4486, 77.22, 120600, 2
regional : 317969, -2073, -5250, 75.35, 135200, 2
major : 611038, -1520, -720, 69.96, 141750, 3
regional : 328140, 231, 2743, 82.61, 103800, 2
hub : 927166, 6657, 236, 56.43, 186000, 4
regional : 761992, 505, 456, 79.86, 125600, 2
regional : 230731, -3079, -6282, 79.2, 163200, 1
major : 948108, -198, 30, 70.84, 241750, 2
regional : 871898, 2698, -5895, 97.13, 130000, 2
regional : 548890, -5879, -3738, 98.67, 173400, 1
regional : 927692, 1091, 3942, 100.21, 180000, 1
regional : 227851, -1777, -2663, 92.73, 100600, 1
major : 530421, 266, -996, 65.12, 169750, 2
major : 828895, 2449, -2059, 49.06, 176500, 2
hub : 240748, -1189, 1453, 66.0, 297900, 5
regional : 229431, 280, -4859, 105.49, 152600, 1
hub : 545206, -1048, -2798, 42.24, 191100, 4
business : 3437380050, 194, 4, [337164, 573980]
economy : 9400901209, 44, 2, [247240, 611038]
business : 9926778760, 133, 1, [530421, 328140]
economy : 9529880276, 96, 2, [337164, 871898]
economy : 8925240547, 193, 1, [227851, 247240]
first : 9483143455, 162, 2, [534531, 591766]
luxury : 7362601241, 96, 3, [227851, 730621]
economy : 6241916845, 49, 2, [545206, 561317]
business : 1227648611, 41, 0, [927692, 927166]
economy : 7416464137, 129, 2, [230731, 240748]
first : 5120673677, 161, 1, [901768, 871898]
business : 1125560198, 137, 0, [421291, 573980]
economy : 9499688935, 165, 7, [573980, 927692]
economy : 3739512014, 125, 2, [761992, 227851]
economy : 5735813151, 50, 0, [230731, 591766]
economy : 4624495908, 82, 0, [573980, 315848]
business : 1500606007, 91, 0, [548890, 577376]
economy : 9035032382, 72, 1, [244032, 927166]
economy : 8874225299, 128, 1, [328140, 170683]
business : 7545931231, 90, 4, [530421, 761992]
economy : 8364903458, 137, 2, [577376, 170683]
business : 9390692868, 50, 1, [730621, 573980]
economy : 4487664910, 85, 1, [871898, 561317]
economy : 3852275971, 131, 0, [244032, 328140]
business : 4912256093, 191, 2, [240748, 611038]
business : 1280927496, 135, 2, [901768, 229431]
economy : 9081367406, 197, 1, [901768, 244032]
economy : 7478365198, 192, 0, [591766, 871898]
economy : 2062665106, 48, 2, [315848, 421291]
economy : 1743073429, 122, 4, [227851, 545206]
economy : 1701431321, 95, 9, [530421, 761992]
economy : 4716528361, 121, 2, [927166, 530421]
economy : 5220873391, 127, 1, [948108, 927166]
economy : 8754955382, 171, 3, [577376, 337164]
economy : 8189244318, 199, 2, [730621, 227851]
economy : 5312106307, 122, 0, [421291, 387608]
economy : 8916696350, 108, 8, [530421, 240748]
first : 6940274817, 144, 9, [954360, 927166]
business : 2981440678, 139, 2, [766338, 548890]
economy : 5897333360, 48, 5, [230731, 227851]
economy : 2079864106, 129, 1, [761992, 548890]
economy : 4999032784, 62, 1, [614004, 548890]
economy : 3621266796, 130, 1, [871898, 577376]
economy : 6993154366, 90, 1, [954360, 421291]
economy : 9337659037, 110, 2, [948108, 761992]
economy : 6288789125, 102, 2, [577376, 337164]
economy : 2179525260, 46, 3, [229431, 534531]
business : 6944140743, 166, 1, [337164, 227851]
economy : 8690935984, 176, 0, [170683, 614004]
economy : 2533545974, 91, 3, [315848, 577376]
economy : 8968182163, 65, 2, [611038, 828895]
economy : 9462585476, 105, 4, [761992, 730621]
economy : 7844892346, 187, 2, [730621, 545206]
economy : 9408484618, 125, 4, [421291, 761992]
first : 5255310552, 114, 9, [573980, 577376]
economy : 7629265502, 198, 4, [328140, 927692]
economy : 6494067541, 124, 6, [577376, 244032]
economy : 9170620006, 56, 2, [927692, 230731]
economy : 3057059735, 155, 7, [244032, 421291]
economy : 1327226177, 180, 1, [170683, 337164]
economy : 9349020619, 57, 3, [387608, 828895]
economy : 7336397939, 183, 0, [954360, 577376]
business : 4515732346, 54, 1, [871898, 577376]
economy : 5685284589, 178, 7, [545206, 227851]
economy : 8690858860, 190, 0, [534531, 871898]
economy : 5007222579, 88, 1, [573980, 766338]
economy : 7075102222, 162, 3, [871898, 573980]
economy : 9799381621, 198, 1, [828895, 420310]
first : 2043278556, 145, 2, [315848, 614004]
economy : 6095017835, 105, 9, [387608, 927692]
economy : 3527395509, 72, 9, [614004, 227851]
economy : 6020417836, 74, 2, [871898, 229431]
luxury : 1219514334, 47, 5, [530421, 828895]
economy : 4827259845, 162, 1, [230731, 548890]
economy : 3167981384, 84, 4, [948108, 247240]
first : 6941760122, 97, 1, [577376, 421291]
economy : 4712211506, 84, 2, [901768, 227851]
business : 5232145546, 150, 2, [247240, 328140]
economy : 8260686833, 136, 1, [561317, 315848]
economy : 1601881262, 94, 2, [577376, 247240]
business : 5712894701, 175, 2, [577376, 247240]
business : 1115960548, 134, 0, [387608, 871898]
business : 8766009405, 92, 3, [315848, 530421]
economy : 8073782257, 127, 3, [901768, 954360]
economy : 3597470969, 127, 5, [766338, 901768]
business : 2605515777, 184, 6, [761992, 611038]
economy : 2264102176, 52, 8, [420310, 577376]
economy : 5326335358, 55, 1, [247240, 230731]
economy : 6320521557, 123, 0, [927692, 954360]
economy : 5531025403, 102, 1, [247240, 421291]
business : 1900558062, 144, 1, [573980, 328140]
economy : 2139262298, 142, 3, [573980, 534531]
economy : 3781489985, 186, 1, [420310, 328140]
economy : 7790360591, 50, 3, [761992, 948108]
economy : 1309563564, 198, 2, [591766, 530421]
economy : 6092538540, 123, 1, [328140, 244032]
economy : 6196000921, 153, 2, [420310, 240748]
economy : 5845799824, 113, 6, [901768, 534531]
first : 7397654824, 89, 4, [170683, 227851]
economy : 2179163151, 60, 0, [530421, 229431]
economy : 8144546412, 131, 1, [387608, 534531]
business : 8626148643, 58, 2, [577376, 614004]
business : 3786406229, 53, 1, [761992, 317969]
economy : 4839248537, 142, 2, [927692, 230731]
economy : 3541165445, 120, 1, [871898, 954360]
business : 5419700214, 196, 3, [227851, 534531]
economy : 3899485518, 120, 2, [227851, 244032]
economy : 2716873653, 132, 10, [828895, 927166]
economy : 8974871207, 110, 2, [315848, 871898]
business : 4900097766, 198, 0, [927692, 611038]
economy : 7866959591, 71, 1, [534531, 170683]
business : 7286392627, 132, 0, [948108, 548890]
luxury : 4509753573, 166, 2, [421291, 328140]
economy : 4032693423, 50, 1, [545206, 561317]
economy : 3069906250, 115, 3, [420310, 227851]
business : 6378342121, 77, 4, [954360, 927166]
economy : 5065984358, 193, 0, [561317, 927166]
business : 9655843292, 54, 1, [766338, 240748]
first : 1870976599, 76, 3, [761992, 534531]
economy : 8494163888, 99, 1, [247240, 954360]
economy : 9731460244, 61, 1, [227851, 244032]
economy : 1010597512, 45, 0, [573980, 954360]
economy : 2686782624, 58, 2, [420310, 927166]
economy : 4384860916, 76, 2, [387608, 573980]
economy : 4839735850, 161, 0, [927166, 240748]
economy : 7275919886, 133, 2, [614004, 328140]
first : 4554208239, 63, 5, [317969, 534531]
economy : 5274106799, 126, 5, [828895, 240748]
economy : 5011086660, 198, 1, [828895, 948108]
business : 7039137372, 110, 1, [387608, 545206]
economy : 9733898846, 157, 0, [548890, 421291]
business : 1876758923, 79, 1, [227851, 240748]
economy : 7733837559, 114, 1, [315848, 240748]
economy : 3967759280, 185, 4, [948108, 337164]
economy : 7336237041, 104, 1, [901768, 317969]
business : 6850437879, 166, 0, [170683, 901768]
business : 8933974662, 139, 1, [247240, 534531]
business : 1256681575, 43, 1, [420310, 948108]
economy : 6239517100, 103, 3, [948108, 901768]
economy : 4987575749, 47, 2, [230731, 315848]
first : 7910013007, 129, 9, [871898, 573980]
economy : 9124235396, 189, 2, [573980, 328140]
business : 2332360879, 126, 1, [548890, 561317]
first : 1634088323, 159, 3, [229431, 534531]
economy : 8768778962, 116, 0, [534531, 871898]
economy : 6302850726, 181, 6, [614004, 927692]
business : 4566236860, 165, 1, [328140, 577376]
economy : 4777578012, 43, 2, [240748, 548890]
economy : 9324117277, 61, 0, [227851, 927166]
economy : 2596089060, 74, 1, [730621, 614004]
economy : 6379360403, 82, 0, [240748, 534531]
economy : 9515609583, 189, 2, [421291, 548890]
business : 7330133700, 127, 1, [948108, 317969]
first : 1003570916, 80, 4, [170683, 591766]
economy : 7820219965, 85, 9, [337164, 244032]
economy : 5853396025, 60, 4, [247240, 240748]
economy : 1506677830, 60, 1, [948108, 614004]
economy : 8992034281, 105, 1, [577376, 227851]
economy : 9378692792, 144, 7, [611038, 573980]
economy : 9422344194, 107, 2, [545206, 901768]
economy : 6769477663, 175, 1, [420310, 530421]
economy : 3611960710, 70, 0, [761992, 730621]
economy : 6121104043, 123, 1, [534531, 247240]
economy : 5874455030, 88, 1, [611038, 545206]
economy : 7458831516, 145, 9, [421291, 954360]
economy : 2031773955, 63, 4, [420310, 577376]
luxury : 9854299858, 42, 9, [828895, 230731]
business : 5914788346, 47, 2, [387608, 573980]
business : 6276346105, 134, 2, [573980, 766338]
business : 7942414954, 41, 1, [170683, 766338]
economy : 2775859680, 132, 1, [315848, 948108]
business : 2486501449, 117, 5, [577376, 948108]
economy : 6068443582, 161, 5, [244032, 240748]
luxury : 3729534961, 136, 0, [561317, 328140]
economy : 9936327629, 168, 3, [614004, 591766]
economy : 4278698959, 83, 2, [240748, 954360]
first : 3309279312, 51, 5, [534531, 761992]
first : 7318014691, 89, 8, [315848, 534531]
economy : 5032784253, 82, 3, [901768, 229431]
economy : 7061678674, 69, 1, [247240, 387608]
first : 7685942838, 61, 1, [927166, 730621]
economy : 2654774397, 190, 5, [954360, 901768]
economy : 4076330498, 191, 5, [337164, 573980]
economy : 2648641136, 182, 2, [577376, 871898]
economy : 3600972355, 102, 1, [591766, 766338]
business : 1233816098, 41, 2, [328140, 229431]
economy : 7725084401, 151, 1, [387608, 927166]
economy : 1897555120, 154, 0, [387608, 927166]
economy : 6664377557, 187, 6, [420310, 229431]
luxury : 9444932372, 128, 6, [420310, 244032]
business : 6332923945, 111, 2, [766338, 927692]
economy : 6668558466, 106, 2, [328140, 766338]
first : 2841222655, 122, 2, [315848, 561317]
economy : 2248802933, 48, 7, [240748, 730621]
business : 5626339075, 91, 8, [927692, 247240]
economy : 9117165074, 163, 2, [614004, 170683]
economy : 8628963645, 141, 4, [229431, 244032]
economy : 2192370539, 164, 8, [577376, 871898]
economy : 1967251397, 77, 2, [170683, 927166]
economy : 5823236526, 48, 1, [954360, 591766]
economy : 7506736332, 142, 1, [170683, 730621]
economy : 9997811131, 82, 0, [927166, 328140]
business : 6079321343, 83, 2, [230731, 534531]
business : 9742449755, 128, 0, [614004, 421291]
business : 6247442182, 93, 2, [561317, 534531]
economy : 8765589248, 92, 0, [577376, 170683]
economy : 3911846103, 138, 3, [530421, 871898]
first : 7071850333, 193, 0, [927692, 548890]
business : 2129883410, 70, 7, [730621, 577376]
economy : 2147632699, 73, 0, [577376, 244032]
economy : 1653473834, 117, 0, [573980, 611038]
business : 9289960753, 166, 0, [534531, 573980]
luxury : 1106363052, 62, 1, [227851, 337164]
economy : 6580536857, 147, 1, [548890, 901768]
economy : 4518336976, 144, 4, [421291, 828895]
economy : 7060328782, 188, 5, [229431, 591766]
luxury : 2043798098, 111, 0, [561317, 591766]
economy : 7574941439, 115, 0, [573980, 328140]
economy : 1197417958, 138, 1, [315848, 230731]
economy : 3269871199, 52, 4, [611038, 614004]
first : 9473228636, 52, 9, [871898, 766338]
economy : 1410457505, 163, 0, [614004, 954360]
economy : 7610101129, 142, 0, [230731, 548890]
economy : 4773100920, 196, 1, [730621, 954360]
economy : 6911487541, 146, 0, [948108, 387608]
economy : 8833715144, 156, 0, [315848, 230731]
economy : 1298804779, 156, 2, [577376, 871898]
economy : 1463242447, 104, 1, [766338, 611038]
economy : 4967520407, 72, 1, [244032, 927692]
economy : 6152989517, 160, 2, [247240, 530421]
first : 5935914748, 133, 4, [766338, 761992]
economy : 1606233804, 74, 5, [170683, 240748]
economy : 7534055948, 168, 2, [611038, 871898]
business : 8773055218, 175, 2, [611038, 530421]
business : 7290211541, 189, 3, [927166, 420310]
economy : 8694769134, 85, 2, [240748, 545206]
economy : 1222391940, 41, 2, [954360, 577376]
economy : 5381521778, 69, 7, [387608, 573980]
business : 1333168105, 98, 3, [170683, 577376]
economy : 2402468788, 139, 3, [317969, 227851]
economy : 3352032253, 80, 1, [871898, 328140]
economy : 4531361125, 154, 0, [530421, 730621]
economy : 7589724140, 79, 9, [614004, 573980]
economy : 8168022081, 163, 2, [317969, 315848]
business : 3527083192, 40, 0, [530421, 927166]
business : 8622208269, 190, 6, [227851, 240748]
business : 5058429663, 129, 1, [766338, 230731]
economy : 7607235021, 186, 1, [420310, 247240]
economy : 7212529470, 71, 1, [761992, 420310]
business : 8237136950, 40, 1, [761992, 337164]
economy : 9144573096, 127, 1, [948108, 227851]
luxury : 4027447498, 40, 3, [614004, 761992]
business : 2438927253, 100, 2, [227851, 871898]
first : 1512974525, 175, 2, [244032, 828895]
business : 4980305685, 113, 2, [561317, 420310]
economy : 4809195681, 199, 1, [387608, 561317]
economy : 4485978629, 41, 2, [337164, 871898]
economy : 7686760256, 148, 1, [240748, 577376]
economy : 8898194068, 53, 1, [328140, 229431]
business : 9646226783, 65, 4, [420310, 927166]
business : 2832329754, 50, 2, [230731, 548890]
business : 3580903830, 158, 10, [614004, 927166]
economy : 1937371948, 169, 4, [591766, 577376]
economy : 4367265100, 144, 0, [548890, 901768]
business : 1609073197, 187, 3, [315848, 948108]
economy : 8261556960, 77, 0, [421291, 871898]
business : 2683805871, 86, 0, [244032, 577376]
economy : 9627058570, 73, 2, [227851, 387608]
economy : 3277625458, 62, 4, [545206, 548890]
economy : 7031537180, 106, 0, [247240, 421291]
economy : 2042069693, 147, 0, [229431, 328140]
economy : 6551269970, 164, 0, [240748, 766338]
economy : 7924294276, 157, 0, [766338, 614004]
business : 6900144582, 187, 2, [534531, 766338]
business : 5008975909, 91, 2, [761992, 534531]
economy : 6952284874, 170, 3, [170683, 871898]
first : 9254518372, 72, 3, [247240, 229431]
economy : 1711171403, 51, 2, [244032, 927692]
business : 5221689069, 111, 5, [229431, 387608]
first : 8829980500, 61, 1, [948108, 534531]
business : 3326090911, 195, 2, [530421, 545206]
economy : 9562378199, 193, 3, [244032, 611038]
economy : 2290937070, 186, 2, [871898, 948108]
business : 9901851113, 145, 1, [730621, 954360]
economy : 6025159629, 51, 1, [227851, 247240]
first : 7866911061, 79, 6, [573980, 901768]
economy : 9142112067, 87, 3, [230731, 421291]
business : 4583908195, 40, 3, [730621, 240748]
economy : 6974247814, 161, 1, [229431, 328140]
economy : 9452198584, 106, 3, [927166, 240748]
economy : 1544036930, 180, 0, [240748, 611038]
business : 7956138909, 170, 6, [545206, 317969]
economy : 5927429847, 152, 2, [766338, 730621]
business : 5444634048, 163, 0, [561317, 244032]
first : 2167656787, 86, 7, [766338, 948108]
economy : 2727307407, 80, 3, [730621, 530421]
business : 5546288061, 178, 1, [387608, 614004]
economy : 6431918935, 88, 8, [328140, 871898]
first : 4943767700, 114, 2, [530421, 548890]
business : 4463925494, 183, 0, [530421, 247240]
economy : 4919223310, 106, 2, [244032, 761992]
business : 9456132781, 140, 7, [530421, 828895]
economy : 5832737886, 164, 2, [927166, 247240]
business : 9658379481, 121, 7, [317969, 548890]
business : 1738291312, 98, 2, [614004, 247240]
economy : 2515689561, 84, 1, [337164, 420310]
business : 8818277215, 119, 1, [240748, 317969]
business : 5415683001, 174, 1, [230731, 244032]
economy : 9212482599, 135, 7, [828895, 317969]
luxury : 4327123804, 143, 2, [573980, 337164]
economy : 6554715921, 63, 0, [730621, 530421]
economy : 6541047851, 190, 3, [766338, 315848]
business : 8814196816, 140, 0, [387608, 954360]
economy : 8542498178, 80, 3, [229431, 927692]
economy : 9674660354, 40, 7, [948108, 337164]
economy : 2247740503, 115, 6, [387608, 337164]
business : 2226976849, 190, 6, [421291, 317969]
economy : 3911502190, 83, 3, [387608, 421291]
business : 4467545088, 78, 1, [337164, 948108]
economy : 9408852194, 192, 1, [328140, 317969]
economy : 5271395182, 160, 2, [611038, 240748]
economy : 8546716068, 78, 4, [337164, 244032]
first : 6774891797, 177, 1, [230731, 614004]
economy : 5952917752, 180, 1, [901768, 315848]
economy : 6217726974, 198, 1, [230731, 577376]
economy : 8015679034, 140, 3, [828895, 561317]
economy : 9979530409, 172, 2, [229431, 548890]
economy : 8936365854, 97, 1, [328140, 611038]
economy : 1273309622, 109, 4, [730621, 871898]
economy : 8617797473, 179, 2, [927692, 170683]
economy : 5714839114, 62, 7, [954360, 548890]
economy : 8227403288, 145, 3, [328140, 229431]
business : 2958538727, 42, 2, [871898, 317969]
business : 4778501033, 108, 2, [761992, 730621]
economy : 7222702056, 51, 1, [611038, 328140]
business : 4063556205, 103, 1, [420310, 534531]
economy : 8027062334, 190, 1, [328140, 337164]
economy : 4216845652, 199, 2, [337164, 545206]
economy : 2448165216, 95, 0, [534531, 573980]
economy : 4228191623, 88, 3, [240748, 230731]
business : 9346087347, 50, 8, [387608, 534531]
economy : 1664839565, 172, 1, [561317, 328140]
economy : 8788099784, 147, 9, [420310, 530421]
economy : 3949639223, 189, 3, [545206, 315848]
economy : 9292711099, 139, 3, [561317, 247240]
economy : 8640515086, 64, 2, [387608, 948108]
luxury : 2520492281, 137, 6, [230731, 948108]
economy : 6123323790, 79, 1, [871898, 229431]
economy : 4929833488, 177, 1, [548890, 229431]
economy : 3190452463, 172, 0, [420310, 421291]
first : 6123097566, 118, 0, [828895, 421291]
business : 7973479657, 187, 10, [611038, 577376]
economy : 4153354021, 81, 2, [328140, 591766]
economy : 9283287080, 111, 2, [230731, 761992]
first : 4019664453, 54, 9, [577376, 530421]
economy : 9546491020, 71, 1, [315848, 591766]
economy : 9878186198, 43, 3, [828895, 170683]
economy : 9726389369, 144, 0, [730621, 927692]
business : 5901981956, 188, 3, [948108, 591766]
economy : 5478532778, 77, 1, [948108, 611038]
economy : 8589147541, 177, 1, [545206, 927166]
business : 6613395653, 75, 2, [927166, 611038]
economy : 9012572878, 165, 2, [545206, 240748]
economy : 6212387385, 40, 1, [240748, 573980]
business : 6713334355, 113, 2, [317969, 577376]
business : 8639089397, 170, 2, [614004, 611038]
economy : 4632031395, 54, 8, [577376, 614004]
business : 7285476224, 169, 1, [954360, 170683]
economy : 5740185825, 132, 1, [230731, 317969]
business : 8450562017, 88, 4, [577376, 244032]
business : 4537995135, 199, 1, [247240, 317969]
economy : 6654625665, 90, 2, [548890, 420310]
economy : 5651884474, 137, 1, [229431, 421291]
economy : 9162510371, 87, 2, [611038, 828895]
business : 9026053011, 114, 1, [761992, 901768]
business : 5155175965, 135, 8, [240748, 230731]
first : 9659019957, 82, 2, [954360, 545206]
economy : 4201264685, 174, 0, [591766, 170683]
economy : 3584829344, 170, 1, [761992, 229431]
economy : 3287236878, 165, 4, [227851, 871898]
economy : 8366005343, 162, 1, [247240, 387608]
economy : 9400746181, 166, 4, [534531, 545206]
economy : 6816965139, 104, 0, [229431, 240748]
economy : 7187956427, 127, 5, [927692, 573980]
economy : 8855565200, 163, 3, [230731, 828895]
economy : 7844122768, 140, 3, [530421, 170683]
economy : 9557591383, 45, 3, [766338, 561317]
economy : 3550252153, 83, 1, [591766, 170683]
economy : 7090182354, 146, 2, [420310, 561317]
economy : 1086780958, 84, 3, [548890, 328140]
luxury : 3993136411, 127, 0, [317969, 530421]
first : 7541990266, 58, 1, [421291, 828895]
economy : 5174928827, 87, 2, [227851, 561317]
economy : 9770930467, 45, 2, [954360, 591766]
first : 6045435141, 162, 0, [577376, 954360]
economy : 2729950200, 100, 1, [611038, 871898]
economy : 2518214772, 121, 3, [227851, 927166]
luxury : 9952269156, 109, 1, [244032, 420310]
economy : 3032927437, 175, 2, [927692, 229431]
economy : 9002730156, 134, 1, [948108, 927166]
business : 5963064937, 122, 0, [761992, 230731]
business : 9420866705, 58, 1, [170683, 591766]
economy : 6720820131, 45, 5, [240748, 573980]
business : 1133852929, 62, 1, [240748, 247240]
business : 8626023303, 47, 3, [315848, 614004]
economy : 6989235190, 51, 2, [170683, 247240]
economy : 4094684838, 61, 5, [948108, 591766]
economy : 6910820929, 126, 0, [871898, 328140]
economy : 5336589600, 120, 2, [315848, 901768]
business : 9528172662, 87, 0, [611038, 548890]
economy : 4885395392, 40, 1, [577376, 591766]
economy : 8237896567, 175, 0, [420310, 328140]
business : 9150408116, 200, 2, [247240, 317969]
economy : 1974090015, 130, 1, [244032, 315848]
business : 3694083969, 110, 3, [828895, 230731]
economy : 6906867071, 151, 1, [229431, 766338]
economy : 3596948169, 77, 10, [387608, 730621]
luxury : 4767999994, 146, 1, [766338, 730621]
economy : 9538640338, 62, 8, [387608, 548890]
economy : 1725751672, 96, 2, [761992, 573980]
economy : 7479546485, 114, 2, [545206, 611038]
business : 4499058734, 174, 0, [244032, 387608]
economy : 6988031286, 95, 0, [927692, 573980]
luxury : 2751801231, 41, 0, [421291, 573980]
business : 6356794675, 47, 0, [871898, 766338]
business : 7430430314, 105, 0, [420310, 948108]
economy : 2396565988, 79, 2, [766338, 577376]
economy : 6183716717, 167, 1, [730621, 611038]
economy : 3644950597, 161, 9, [227851, 591766]
first : 1445893562, 85, 6, [573980, 420310]
economy : 2215326181, 159, 1, [577376, 247240]
economy : 2979786664, 63, 6, [387608, 766338]
economy : 4773847902, 180, 2, [229431, 761992]
business : 9146859159, 67, 2, [591766, 227851]
economy : 2642241987, 76, 0, [227851, 927692]
economy : 9642650502, 140, 2, [170683, 244032]
economy : 3771732803, 169, 3, [328140, 766338]
business : 7709241205, 120, 0, [230731, 871898]
economy : 1641716815, 113, 0, [534531, 577376]
economy : 6937358180, 108, 1, [927692, 530421]
economy : 3986180987, 111, 4, [421291, 328140]
economy : 2394837113, 91, 2, [229431, 227851]
economy : 7797104520, 169, 0, [828895, 317969]
business : 9695831601, 94, 1, [954360, 315848]
business : 7755811179, 111, 3, [317969, 614004]
economy : 2573599538, 138, 1, [948108, 420310]
economy : 3040451061, 121, 0, [247240, 927166]
economy : 3252880663, 79, 1, [170683, 614004]
business : 4103116651, 169, 10, [927692, 530421]
economy : 1209757030, 120, 1, [545206, 591766]
economy : 6109112512, 157, 5, [227851, 534531]
economy : 6800205392, 114, 2, [420310, 927692]
economy : 7558046365, 84, 6, [530421, 244032]
business : 7668607771, 151, 0, [954360, 315848]
business : 4967297791, 188, 0, [761992, 954360]
economy : 4023156226, 167, 1, [247240, 548890]
business : 6531998825, 115, 1, [927692, 828895]
economy : 1287880840, 52, 1, [530421, 591766]
economy : 7043533791, 194, 3, [230731, 871898]
economy : 8358871997, 85, 1, [229431, 317969]
economy : 7746415472, 187, 0, [534531, 901768]
business : 9497998674, 71, 3, [315848, 927692]
business : 3236234845, 119, 2, [611038, 545206]
first : 1597064982, 93, 0, [244032, 229431]
economy : 4388663197, 167, 0, [761992, 927692]
economy : 7018825229, 70, 1, [591766, 948108]
business : 6914714347, 125, 2, [315848, 420310]
economy : 8605866141, 191, 0, [229431, 614004]
economy : 1214240750, 149, 1, [247240, 948108]
business : 5420862388, 191, 5, [611038, 561317]
economy : 9074307482, 58, 0, [244032, 315848]
economy : 4942901081, 168, 1, [317969, 530421]
business : 1560706015, 46, 2, [871898, 317969]
business : 7898809441, 162, 0, [530421, 387608]
economy : 5462287842, 151, 1, [954360, 328140]
economy : 2778005894, 179, 2, [170683, 247240]
economy : 1306407721, 165, 2, [766338, 337164]
economy : 1763595733, 165, 3, [927692, 871898]
business : 9855115906, 101, 3, [240748, 420310]
first : 2576378831, 98, 1, [420310, 730621]
economy : 8901945882, 113, 1, [421291, 871898]
economy : 4747753416, 105, 2, [614004, 761992]
economy : 3770947293, 127, 1, [614004, 530421]
business : 9324984362, 61, 2, [766338, 614004]
economy : 9598452584, 126, 1, [530421, 901768]
first : 8741301198, 125, 1, [901768, 954360]
economy : 3961066063, 100, 4, [561317, 227851]
economy : 7954191998, 94, 2, [927692, 591766]
economy : 3028044528, 161, 1, [901768, 227851]
economy : 3812835206, 108, 1, [761992, 230731]
economy : 3170637453, 84, 0, [548890, 954360]
business : 7882473438, 117, 1, [828895, 927166]
business : 8905094476, 79, 0, [954360, 611038]
economy : 3804846458, 64, 2, [871898, 766338]
economy : 1400476405, 73, 0, [387608, 611038]
business : 4451123617, 114, 2, [548890, 730621]
economy : 4952268557, 101, 1, [828895, 948108]
economy : 1731590096, 183, 1, [230731, 614004]
economy : 4952486307, 76, 2, [227851, 315848]
economy : 1481613838, 175, 1, [577376, 573980]
luxury : 9867758524, 200, 1, [577376, 530421]
economy : 1773012097, 174, 2, [317969, 240748]
economy : 5116117835, 69, 4, [611038, 954360]
economy : 9064826150, 147, 0, [229431, 530421]
economy : 4658964726, 162, 0, [421291, 328140]
economy : 5831611503, 67, 10, [244032, 954360]
first : 2172319814, 67, 0, [337164, 545206]
economy : 3872537477, 133, 0, [240748, 247240]
economy : 5452159703, 117, 2, [227851, 611038]
economy : 7035095623, 57, 2, [328140, 534531]
economy : 4237963963, 59, 1, [561317, 573980]
economy : 9698060062, 52, 1, [244032, 766338]
economy : 8588158218, 122, 9, [828895, 315848]
economy : 3148864566, 94, 0, [828895, 545206]
economy : 1607257026, 165, 0, [828895, 328140]
economy : 4923637427, 139, 9, [317969, 545206]
economy : 1531822261, 194, 4, [577376, 530421]
economy : 9002985509, 43, 0, [420310, 927166]
economy : 1884395415, 159, 3, [577376, 229431]
economy : 3624371696, 91, 0, [927166, 230731]
business : 3567366220, 188, 4, [573980, 227851]
business : 3146196646, 180, 1, [328140, 317969]
economy : 5306068640, 166, 1, [420310, 828895]
economy : 2520699221, 158, 1, [730621, 337164]
economy : 6872510362, 53, 2, [761992, 387608]
economy : 2026859279, 174, 1, [240748, 244032]
economy : 9346509972, 190, 0, [545206, 421291]
economy : 8815424368, 104, 9, [317969, 561317]
business : 8776807972, 192, 1, [315848, 828895]
economy : 1634705517, 131, 1, [948108, 317969]
economy : 6229178319, 45, 1, [315848, 170683]
economy : 7143612357, 122, 3, [828895, 420310]
economy : 4270438672, 84, 2, [420310, 573980]
business : 4146211529, 148, 4, [337164, 927166]
economy : 8099524041, 148, 3, [614004, 315848]
economy : 1806057432, 62, 5, [614004, 170683]
economy : 9953255861, 144, 2, [328140, 927692]
economy : 6411070858, 120, 10, [170683, 247240]
economy : 5446663559, 73, 1, [561317, 337164]
economy : 2412740183, 184, 0, [614004, 230731]
economy : 6688793402, 120, 1, [328140, 828895]
business : 8748842470, 113, 0, [337164, 240748]
business : 2631662011, 171, 1, [948108, 545206]
economy : 2826857910, 60, 6, [927166, 244032]
business : 9808402634, 104, 2, [730621, 244032]
economy : 6925607362, 91, 1, [328140, 548890]
economy : 8704997451, 113, 6, [761992, 387608]
economy : 2364092358, 167, 2, [927692, 229431]
economy : 2867351445, 155, 7, [948108, 766338]
economy : 5123683675, 80, 6, [927166, 230731]
economy : 8099519700, 197, 2, [927692, 573980]
