3 10 9729
11970 14445.0 18333 18360 6650
regional : 267593, 44, -1096, 74.03, 102600, 1
major : 781975, 1704, 0, 47.63, 237250, 2
major : 643504, -1624, -2096, 44.55, 194000, 2
major : 559233, 873, 443, 69.96, 196000, 1
hub : 919072, 134, -1780, 59.95, 253500, 2
major : 422578, 1878, 1496, 55.22, 199500, 1
regional : 655078, -736, 341, 94.49, 108000, 1
major : 954691, 2638, -1366, 53.46, 169250, 3
regional : 599912, 812, 29, 84.15, 148000, 1
major : 771686, -2117, 112, 69.52, 208000, 2
business : 7919823383, 163, 3, [267593, 771686]
economy : 3572039653, 89, 2, [599912, 919072]
economy : 8276202152, 95, 0, [919072, 643504]
economy : 2703754042, 173, 2, [655078, 919072]
economy : 5069176158, 125, 5, [919072, 655078]
economy : 1311583149, 191, 0, [954691, 771686]
business : 7630003886, 55, 2, [422578, 655078]
economy : 7959275806, 77, 0, [267593, 559233]
economy : 6235849241, 44, 2, [422578, 655078]
economy : 2375457772, 77, 3, [422578, 771686]
business : 8227118901, 189, 2, [781975, 771686]
economy : 7321137316, 165, 3, [643504, 267593]
business : 9147216683, 84, 0, [599912, 422578]
business : 2199366850, 115, 0, [559233, 919072]
luxury : 8276065586, 118, 2, [643504, 422578]
economy : 3419568380, 183, 2, [954691, 267593]
business : 9492438459, 180, 2, [267593, 771686]
economy : 4475387411, 70, 4, [771686, 267593]
business : 8356986529, 177, 1, [781975, 919072]
first : 3862619987, 121, 1, [655078, 267593]
economy : 1468798741, 130, 0, [559233, 919072]
economy : 2650217072, 126, 2, [599912, 781975]
economy : 1871554620, 190, 2, [599912, 781975]
economy : 3254535267, 125, 4, [771686, 954691]
business : 2298888069, 62, 2, [919072, 954691]
business : 7407773537, 167, 1, [781975, 267593]
first : 4364802411, 144, 2, [919072, 559233]
business : 8833532253, 199, 3, [599912, 267593]
business : 3892482642, 182, 9, [919072, 559233]
economy : 6550880049, 121, 7, [655078, 954691]
economy : 2900104590, 169, 2, [422578, 771686]
economy : 7827903525, 41, 4, [954691, 559233]
luxury : 8793161235, 76, 2, [267593, 954691]
economy : 7403103837, 113, 6, [954691, 655078]
economy : 4430694148, 60, 2, [559233, 919072]
economy : 3240413114, 100, 2, [559233, 771686]
economy : 9135949626, 40, 4, [599912, 655078]
economy : 8492000927, 108, 3, [559233, 267593]
economy : 5601321521, 65, 8, [781975, 954691]
economy : 4017992391, 133, 1, [919072, 655078]
economy : 8372261688, 182, 0, [422578, 954691]
business : 8690595974, 161, 1, [655078, 781975]
economy : 5172566913, 183, 1, [422578, 781975]
economy : 8666580305, 147, 1, [954691, 781975]
economy : 8343303754, 84, 3, [781975, 643504]
luxury : 6636601944, 124, 0, [919072, 599912]
luxury : 1358025439, 72, 6, [771686, 781975]
business : 1914781285, 189, 2, [771686, 559233]
economy : 1627955846, 74, 1, [267593, 422578]
economy : 1017967043, 75, 0, [559233, 771686]
economy : 7229703385, 46, 10, [771686, 919072]
economy : 1398104038, 102, 1, [643504, 771686]
first : 4756042376, 142, 2, [643504, 422578]
luxury : 5159238265, 181, 2, [771686, 267593]
economy : 5357953447, 180, 2, [599912, 422578]
economy : 2954908158, 61, 1, [781975, 599912]
business : 6174281048, 107, 1, [771686, 643504]
economy : 6401313743, 97, 1, [422578, 771686]
business : 8609972608, 127, 4, [781975, 599912]
economy : 7356170734, 198, 1, [599912, 267593]
economy : 2080650966, 129, 3, [655078, 599912]
business : 6235830042, 72, 1, [559233, 655078]
business : 7413577132, 40, 2, [781975, 655078]
economy : 2432887088, 159, 1, [919072, 954691]
economy : 5759182690, 136, 2, [559233, 267593]
economy : 6975349271, 132, 1, [643504, 559233]
business : 5534954436, 93, 1, [771686, 559233]
economy : 6851940406, 148, 3, [655078, 422578]
business : 4647545005, 178, 5, [919072, 954691]
economy : 2830303884, 198, 2, [655078, 559233]
economy : 5270210091, 170, 5, [655078, 422578]
economy : 2112590515, 148, 3, [781975, 267593]
luxury : 9590837070, 152, 1, [771686, 919072]
economy : 6094613920, 71, 1, [422578, 781975]
economy : 1228995743, 155, 2, [559233, 771686]
economy : 1657078682, 70, 6, [559233, 599912]
economy : 9971322867, 193, 1, [267593, 559233]
economy : 3369306356, 195, 5, [599912, 781975]
economy : 5814766565, 174, 8, [655078, 559233]
business : 9627644839, 105, 0, [771686, 559233]
economy : 7866116709, 179, 0, [919072, 599912]
economy : 9175623689, 157, 0, [422578, 919072]
economy : 7731206301, 104, 4, [599912, 643504]
economy : 1590267091, 50, 2, [599912, 771686]
economy : 8360895466, 163, 4, [599912, 422578]
economy : 3670014702, 137, 2, [599912, 781975]
economy : 5754636330, 196, 8, [643504, 599912]
economy : 9795092921, 159, 1, [559233, 771686]
economy : 1113599418, 116, 3, [599912, 559233]
economy : 8680325594, 188, 2, [559233, 954691]
economy : 2815754462, 139, 1, [643504, 267593]
economy : 3349166922, 181, 2, [643504, 954691]
first : 3352204298, 111, 1, [954691, 919072]
economy : 2295573537, 112, 6, [267593, 919072]
business : 3406377204, 114, 2, [954691, 655078]
economy : 2947695742, 120, 2, [919072, 422578]
economy : 8106055060, 114, 2, [422578, 559233]
economy : 2907361633, 138, 6, [422578, 919072]
business : 3827857102, 175, 0, [919072, 559233]
economy : 5116928231, 171, 8, [771686, 655078]
business : 6860757647, 159, 4, [643504, 599912]
economy : 8705718217, 83, 3, [655078, 781975]
economy : 7038591226, 87, 1, [643504, 954691]
economy : 5328049618, 50, 1, [655078, 559233]
economy : 1447908610, 54, 5, [771686, 919072]
business : 3639972183, 196, 2, [267593, 771686]
economy : 1208815360, 176, 10, [267593, 954691]
economy : 4070086099, 126, 1, [559233, 919072]
economy : 9044310212, 51, 2, [655078, 643504]
business : 3527993448, 94, 0, [655078, 771686]
economy : 8181664938, 117, 1, [422578, 643504]
economy : 7435088395, 41, 1, [267593, 954691]
economy : 4814461685, 102, 2, [781975, 422578]
economy : 6528602855, 172, 0, [643504, 771686]
business : 9874917850, 170, 2, [954691, 771686]
business : 3953478705, 136, 1, [919072, 954691]
first : 3289732186, 90, 0, [267593, 599912]
economy : 4093065171, 108, 1, [643504, 599912]
economy : 1084420870, 183, 2, [771686, 655078]
business : 5140511230, 159, 1, [954691, 599912]
economy : 6722607981, 157, 0, [559233, 422578]
economy : 8932758816, 94, 9, [655078, 599912]
first : 7337334863, 184, 2, [599912, 919072]
economy : 7150534020, 158, 1, [267593, 643504]
economy : 5824489498, 193, 2, [599912, 781975]
economy : 1111000423, 82, 2, [643504, 599912]
economy : 2934723669, 72, 2, [954691, 599912]
first : 2432095384, 154, 1, [422578, 781975]
economy : 4984058212, 78, 2, [771686, 267593]
economy : 2756910575, 110, 3, [422578, 655078]
economy : 8638090112, 94, 4, [781975, 559233]
first : 7594004847, 152, 2, [559233, 919072]
business : 6133967538, 163, 1, [643504, 267593]
economy : 5867580283, 95, 3, [643504, 781975]
economy : 3434826076, 135, 2, [919072, 771686]
business : 4870452021, 150, 4, [267593, 422578]
economy : 4439317928, 185, 2, [771686, 559233]
first : 4758862517, 97, 2, [599912, 267593]
economy : 9108282109, 145, 3, [599912, 954691]
economy : 6665588628, 150, 3, [599912, 422578]
economy : 8659664437, 189, 5, [643504, 954691]
business : 3382437729, 149, 0, [919072, 655078]
luxury : 2731293593, 152, 10, [771686, 422578]
business : 4820054496, 75, 3, [655078, 267593]
economy : 7140748109, 200, 3, [919072, 643504]
economy : 5656363353, 46, 4, [655078, 919072]
economy : 8928881560, 143, 1, [599912, 559233]
economy : 1288194435, 51, 0, [919072, 781975]
economy : 3314223620, 124, 0, [599912, 643504]
economy : 8982366459, 147, 1, [267593, 422578]
business : 4976248729, 70, 1, [954691, 919072]
economy : 9248817935, 107, 1, [267593, 599912]
luxury : 6050787787, 57, 2, [771686, 422578]
business : 2147261410, 162, 5, [954691, 559233]
economy : 9187731859, 182, 1, [655078, 559233]
first : 1308386178, 64, 9, [559233, 919072]
economy : 8637707740, 144, 7, [781975, 643504]
economy : 1007717755, 86, 0, [422578, 771686]
business : 9021041824, 190, 7, [267593, 643504]
economy : 8129148585, 105, 1, [919072, 771686]
economy : 8466742493, 45, 1, [559233, 919072]
economy : 1860132123, 127, 2, [771686, 422578]
business : 2328326549, 106, 3, [919072, 643504]
economy : 4686665067, 133, 4, [781975, 267593]
economy : 4275066153, 116, 4, [643504, 771686]
first : 1246569334, 166, 5, [919072, 771686]
business : 6084790677, 56, 4, [643504, 771686]
economy : 6836529849, 150, 1, [599912, 422578]
economy : 1709776446, 196, 0, [267593, 919072]
economy : 9966407299, 51, 0, [781975, 655078]
business : 3489072816, 120, 2, [919072, 771686]
business : 6034728758, 118, 6, [954691, 655078]
economy : 6603056562, 158, 6, [655078, 919072]
business : 8990861482, 89, 4, [919072, 781975]
luxury : 2640225860, 167, 1, [954691, 655078]
business : 9644002178, 83, 1, [655078, 559233]
economy : 9829309675, 84, 1, [919072, 267593]
economy : 5269833159, 157, 0, [919072, 267593]
economy : 3541571769, 199, 2, [919072, 771686]
economy : 5911640835, 184, 1, [919072, 599912]
economy : 7632355336, 85, 2, [559233, 781975]
economy : 2200058314, 52, 9, [559233, 919072]
business : 5594963629, 134, 1, [559233, 781975]
economy : 6319863925, 87, 2, [422578, 919072]
business : 5579196201, 44, 10, [771686, 781975]
business : 1139742644, 83, 0, [267593, 954691]
economy : 7893341089, 71, 2, [422578, 267593]
economy : 3447402422, 178, 2, [643504, 655078]
business : 6803462875, 114, 1, [781975, 919072]
economy : 7994364429, 123, 2, [599912, 781975]
economy : 3718896403, 56, 7, [655078, 599912]
economy : 5030218848, 123, 7, [422578, 599912]
business : 2610194454, 45, 5, [655078, 599912]
economy : 4767171712, 112, 6, [599912, 954691]
economy : 8665082702, 131, 2, [422578, 559233]
first : 3486404312, 181, 1, [655078, 559233]
economy : 3563530631, 192, 5, [655078, 781975]
economy : 9737123451, 124, 2, [643504, 559233]
economy : 7924240984, 93, 2, [919072, 771686]
business : 9148463810, 192, 2, [422578, 655078]
economy : 1018107803, 114, 1, [919072, 267593]
economy : 1174372487, 70, 0, [954691, 771686]
economy : 7265498464, 99, 1, [643504, 655078]
economy : 6584105482, 147, 0, [954691, 771686]
economy : 8993623737, 135, 2, [954691, 771686]
business : 8332228328, 193, 8, [954691, 781975]
economy : 2344852696, 97, 1, [771686, 422578]
economy : 5569417025, 49, 1, [954691, 919072]
economy : 7125707975, 153, 1, [422578, 781975]
economy : 7357013095, 113, 0, [643504, 559233]
economy : 7411500805, 120, 2, [599912, 559233]
business : 9191151243, 55, 0, [954691, 643504]
economy : 8152039491, 129, 2, [267593, 655078]
first : 9683509257, 125, 2, [655078, 919072]
economy : 9385311017, 69, 9, [559233, 267593]
economy : 3695876483, 111, 2, [771686, 422578]
business : 3597906874, 117, 1, [422578, 771686]
first : 7845573708, 68, 1, [655078, 954691]
economy : 4124540990, 141, 8, [267593, 655078]
business : 4868209972, 198, 2, [643504, 267593]
business : 5985552742, 66, 2, [954691, 267593]
economy : 9022795985, 93, 2, [599912, 954691]
economy : 2499676061, 133, 1, [422578, 771686]
economy : 1411532408, 112, 3, [781975, 643504]
economy : 9913665877, 169, 0, [781975, 919072]
economy : 7689825158, 132, 10, [422578, 781975]
economy : 5604371122, 62, 1, [954691, 643504]
economy : 3361867522, 199, 1, [771686, 919072]
business : 2948635878, 88, 2, [781975, 422578]
first : 1444029804, 183, 5, [559233, 655078]
economy : 1339143163, 109, 1, [655078, 559233]
economy : 6599919954, 123, 1, [954691, 655078]
business : 4784416612, 116, 10, [781975, 655078]
economy : 9987426711, 67, 1, [771686, 422578]
economy : 9628696813, 44, 0, [781975, 655078]
economy : 5360662213, 172, 10, [919072, 771686]
economy : 1158595426, 200, 3, [422578, 559233]
business : 8615547290, 92, 1, [599912, 422578]
economy : 7909885320, 109, 1, [781975, 422578]
economy : 5007258698, 187, 0, [267593, 559233]
economy : 3466104054, 161, 2, [559233, 954691]
economy : 2557665482, 69, 4, [643504, 422578]
economy : 1879126609, 138, 2, [267593, 954691]
economy : 3395868875, 126, 1, [919072, 954691]
business : 3130261797, 160, 0, [422578, 267593]
economy : 1508047935, 136, 2, [771686, 655078]
first : 6940850137, 164, 6, [919072, 422578]
economy : 7646377177, 154, 2, [954691, 655078]
business : 1965169916, 91, 2, [781975, 267593]
economy : 1617324271, 93, 0, [771686, 599912]
business : 1345754359, 103, 2, [267593, 655078]
economy : 1834037284, 153, 8, [267593, 599912]
business : 4227340028, 154, 2, [267593, 422578]
economy : 2450366893, 95, 0, [559233, 267593]
economy : 6915097037, 72, 2, [655078, 781975]
economy : 3756938898, 109, 6, [267593, 643504]
economy : 5673963241, 185, 3, [643504, 422578]
economy : 2296124600, 193, 1, [643504, 422578]
first : 4180317939, 158, 1, [599912, 559233]
economy : 6246570718, 184, 0, [643504, 781975]
economy : 6208792773, 78, 2, [954691, 559233]
economy : 6776222701, 102, 1, [919072, 422578]
economy : 6626748014, 117, 2, [954691, 267593]
economy : 3439786368, 75, 1, [781975, 267593]
economy : 8731889271, 42, 2, [422578, 559233]
economy : 5463406889, 169, 1, [655078, 422578]
economy : 5630659578, 53, 3, [559233, 781975]
business : 3094862841, 64, 1, [954691, 559233]
economy : 9784981424, 107, 0, [599912, 919072]
economy : 7915475496, 158, 2, [643504, 422578]
economy : 3759075791, 78, 0, [643504, 655078]
economy : 3295369889, 196, 0, [599912, 559233]
business : 7655385258, 114, 7, [267593, 655078]
economy : 7326330781, 131, 1, [655078, 919072]
business : 5361643774, 46, 2, [422578, 781975]
economy : 1668022363, 186, 0, [643504, 781975]
economy : 3555498111, 114, 3, [655078, 954691]
economy : 6423686479, 179, 2, [599912, 643504]
economy : 1797950582, 125, 4, [655078, 599912]
business : 7881443052, 65, 2, [954691, 919072]
economy : 6648121316, 83, 2, [643504, 422578]
economy : 8589783290, 160, 7, [599912, 422578]
economy : 8556850439, 63, 2, [599912, 643504]
economy : 6550077531, 157, 2, [919072, 422578]
economy : 4355299874, 127, 2, [919072, 954691]
economy : 2746884799, 176, 8, [559233, 771686]
economy : 4692192800, 105, 1, [954691, 422578]
economy : 2721520562, 51, 1, [781975, 267593]
economy : 8228196557, 119, 3, [771686, 267593]
business : 2421689131, 178, 2, [781975, 599912]
economy : 7071769169, 101, 1, [771686, 919072]
economy : 5185593048, 61, 3, [919072, 643504]
economy : 9329883418, 110, 0, [954691, 919072]
business : 7369390887, 59, 0, [267593, 919072]
first : 3627501190, 43, 0, [422578, 559233]
economy : 6067334606, 55, 1, [267593, 422578]
economy : 8200423841, 145, 0, [781975, 655078]
economy : 3798274020, 65, 0, [781975, 559233]
economy : 8806881027, 130, 3, [954691, 643504]
economy : 3047194566, 66, 0, [422578, 655078]
economy : 9378541653, 126, 3, [599912, 954691]
luxury : 1677455418, 169, 0, [919072, 954691]
economy : 3944157179, 67, 6, [599912, 267593]
first : 9105437343, 154, 8, [267593, 655078]
economy : 1672348779, 129, 4, [771686, 267593]
business : 1603948380, 102, 1, [954691, 655078]
economy : 6173006227, 49, 3, [422578, 954691]
economy : 1771789128, 54, 1, [655078, 919072]
economy : 4761558526, 110, 0, [643504, 422578]
economy : 1533326609, 178, 3, [267593, 655078]
economy : 3815651443, 118, 2, [643504, 655078]
economy : 1641979137, 121, 9, [599912, 919072]
economy : 1633883557, 165, 4, [267593, 559233]
first : 7301055315, 48, 2, [559233, 643504]
economy : 1584354198, 175, 1, [954691, 771686]
business : 2731705344, 169, 0, [599912, 267593]
business : 1067141302, 99, 1, [559233, 771686]
business : 6110422311, 117, 1, [643504, 781975]
luxury : 5442833453, 196, 0, [643504, 599912]
economy : 8577633173, 191, 9, [655078, 919072]
economy : 8512811002, 198, 6, [771686, 781975]
economy : 7354817768, 135, 0, [919072, 422578]
luxury : 7694689196, 176, 6, [599912, 771686]
economy : 6179992763, 51, 0, [771686, 559233]
economy : 1905025835, 66, 1, [655078, 781975]
economy : 2253074364, 47, 4, [559233, 422578]
economy : 9716968165, 79, 1, [422578, 919072]
economy : 4538139028, 62, 2, [643504, 422578]
first : 9982864938, 50, 10, [599912, 643504]
economy : 7810440409, 132, 0, [559233, 643504]
economy : 5835972152, 157, 0, [599912, 781975]
economy : 8799559733, 92, 6, [267593, 599912]
economy : 1880861717, 118, 3, [954691, 267593]
economy : 8539801068, 136, 2, [267593, 919072]
economy : 1719283959, 155, 1, [771686, 643504]
economy : 3195842223, 52, 1, [559233, 919072]
business : 2447398954, 77, 1, [267593, 655078]
economy : 1977097248, 110, 7, [422578, 954691]
luxury : 9948571891, 96, 2, [771686, 655078]
economy : 7064169515, 51, 10, [599912, 422578]
economy : 9638550798, 107, 0, [954691, 422578]
business : 4949435332, 82, 2, [771686, 655078]
economy : 3183481247, 185, 0, [559233, 422578]
first : 3944722722, 81, 1, [655078, 559233]
business : 8792667743, 171, 2, [599912, 771686]
business : 7134536940, 126, 4, [599912, 655078]
economy : 1695703634, 68, 1, [599912, 655078]
economy : 5442787873, 147, 1, [559233, 771686]
economy : 1986281592, 134, 1, [559233, 422578]
business : 8765219933, 42, 0, [919072, 599912]
economy : 7805024558, 111, 9, [267593, 771686]
business : 9205313271, 158, 2, [655078, 267593]
business : 4498262296, 130, 0, [655078, 919072]
economy : 6571600605, 169, 8, [771686, 781975]
economy : 3829409976, 155, 6, [599912, 771686]
economy : 2115228502, 109, 5, [919072, 559233]
first : 6090382552, 128, 2, [643504, 422578]
economy : 4801929817, 127, 3, [781975, 655078]
economy : 5142201223, 187, 0, [267593, 919072]
economy : 5935322710, 76, 3, [919072, 655078]
economy : 8336438287, 85, 0, [422578, 655078]
economy : 5833459294, 58, 5, [954691, 599912]
economy : 5570691428, 151, 2, [422578, 599912]
economy : 2025708916, 53, 2, [954691, 559233]
economy : 5999607340, 70, 3, [954691, 655078]
economy : 6327534726, 73, 1, [559233, 655078]
economy : 4579390356, 162, 1, [559233, 919072]
business : 7052429147, 120, 1, [655078, 559233]
business : 6415925833, 157, 1, [954691, 643504]
economy : 7506469134, 136, 2, [771686, 919072]
economy : 3214440853, 152, 1, [559233, 267593]
economy : 1737159370, 177, 1, [781975, 599912]
business : 9178377340, 114, 2, [771686, 599912]
economy : 1876924787, 181, 3, [954691, 781975]
economy : 5057437604, 93, 2, [781975, 771686]
economy : 7913440266, 156, 1, [422578, 655078]
business : 6172333117, 187, 7, [781975, 655078]
economy : 3036309564, 199, 9, [655078, 781975]
economy : 2160974324, 112, 6, [771686, 422578]
economy : 7141285385, 113, 1, [267593, 954691]
economy : 4253904395, 172, 1, [954691, 422578]
economy : 3605588773, 59, 4, [771686, 599912]
first : 1723381695, 134, 4, [781975, 559233]
economy : 7012662977, 67, 0, [781975, 919072]
economy : 7561319579, 65, 2, [954691, 599912]
economy : 5940523390, 152, 0, [559233, 422578]
economy : 1251578611, 66, 1, [643504, 599912]
economy : 1614619802, 190, 1, [422578, 954691]
economy : 5279897296, 161, 6, [559233, 954691]
economy : 8209843263, 70, 1, [643504, 267593]
economy : 2931915407, 94, 1, [643504, 599912]
business : 5592919067, 141, 1, [643504, 954691]
economy : 8501263717, 52, 2, [267593, 599912]
business : 8610557808, 171, 5, [643504, 771686]
first : 6986260807, 128, 5, [954691, 919072]
economy : 3297626547, 178, 5, [781975, 267593]
economy : 4437124180, 68, 8, [771686, 655078]
business : 1130728308, 174, 4, [267593, 954691]
economy : 2257973829, 116, 9, [422578, 954691]
business : 5994884018, 54, 2, [655078, 559233]
economy : 9998937355, 134, 2, [954691, 559233]
first : 5396060295, 187, 7, [954691, 655078]
business : 7620847924, 107, 1, [954691, 643504]
luxury : 6541138991, 77, 2, [559233, 422578]
economy : 2898717978, 141, 1, [781975, 954691]
economy : 1798685810, 106, 3, [781975, 599912]
economy : 9313066456, 41, 3, [643504, 559233]
economy : 8042365868, 195, 0, [655078, 559233]
business : 5688804633, 158, 2, [267593, 954691]
economy : 8144749067, 92, 8, [655078, 954691]
business : 4513800684, 176, 1, [559233, 781975]
business : 6922668910, 56, 2, [919072, 771686]
economy : 9304158052, 97, 1, [559233, 771686]
economy : 9383935102, 139, 1, [267593, 559233]
economy : 7116083375, 190, 5, [599912, 771686]
economy : 6391635786, 81, 4, [422578, 771686]
first : 2400556022, 70, 0, [781975, 655078]
business : 5864619299, 50, 2, [781975, 655078]
business : 5734542799, 152, 2, [599912, 422578]
economy : 8162589579, 109, 2, [422578, 919072]
business : 1750647266, 179, 2, [655078, 267593]
economy : 7762058559, 145, 3, [781975, 599912]
economy : 3505367769, 162, 1, [781975, 919072]
economy : 1187339310, 179, 3, [643504, 559233]
economy : 9505748324, 149, 0, [267593, 599912]
first : 2010819019, 152, 4, [954691, 781975]
economy : 5405931312, 123, 10, [267593, 781975]
business : 4122656537, 87, 1, [599912, 781975]
first : 8944060753, 197, 9, [267593, 422578]
first : 3762365842, 43, 2, [267593, 599912]
economy : 4765900820, 62, 0, [954691, 643504]
economy : 5802341736, 172, 3, [559233, 919072]
economy : 2796379437, 141, 5, [954691, 559233]
luxury : 8179504142, 68, 4, [599912, 655078]
business : 3309523253, 94, 4, [599912, 643504]
economy : 1133020095, 85, 10, [954691, 643504]
business : 4371042098, 146, 2, [919072, 954691]
economy : 7154701728, 88, 0, [655078, 643504]
economy : 2936383240, 133, 6, [919072, 422578]
economy : 5977342260, 165, 6, [781975, 422578]
first : 7800841952, 139, 4, [267593, 655078]
economy : 8338012439, 102, 1, [655078, 599912]
economy : 7035003850, 143, 1, [599912, 559233]
business : 1759048151, 142, 2, [422578, 599912]
first : 2754149650, 142, 1, [559233, 919072]
economy : 3515811629, 58, 1, [771686, 919072]
economy : 7725051525, 92, 5, [655078, 422578]
first : 6710114498, 128, 1, [559233, 422578]
economy : 2436545240, 45, 1, [267593, 599912]
economy : 1318102919, 66, 2, [781975, 599912]
economy : 5036262435, 149, 2, [954691, 781975]
economy : 7617453087, 122, 0, [559233, 954691]
first : 4775783442, 44, 2, [559233, 954691]
economy : 6073969923, 116, 1, [422578, 559233]
economy : 6100004734, 62, 6, [919072, 422578]
economy : 8060507657, 114, 1, [919072, 643504]
economy : 1362435351, 194, 3, [422578, 559233]
economy : 1960354110, 131, 0, [771686, 919072]
economy : 2364364733, 189, 2, [919072, 559233]
business : 2404392242, 141, 4, [599912, 781975]
economy : 9239930079, 76, 1, [559233, 781975]
economy : 4744032436, 67, 1, [655078, 267593]
economy : 9994205206, 94, 1, [559233, 643504]
economy : 1022862863, 73, 4, [559233, 599912]
economy : 4309961200, 87, 3, [267593, 771686]
business : 3723804342, 89, 1, [559233, 771686]
economy : 4425497978, 48, 2, [267593, 781975]
first : 4911562198, 192, 8, [643504, 599912]
economy : 5495691274, 138, 1, [267593, 954691]
economy : 9172667917, 152, 2, [954691, 781975]
economy : 5550353896, 52, 4, [919072, 643504]
business : 6971052153, 59, 0, [559233, 599912]
business : 3793004902, 196, 1, [267593, 781975]
economy : 1436027208, 127, 1, [781975, 599912]
economy : 5006293998, 67, 3, [559233, 422578]
economy : 8257882887, 148, 1, [781975, 919072]
first : 7191684119, 120, 0, [781975, 267593]
economy : 3312109508, 46, 0, [422578, 267593]
economy : 2579590114, 41, 1, [655078, 781975]
economy : 3842141750, 154, 1, [643504, 954691]
business : 3118691109, 137, 4, [599912, 771686]
first : 9632102993, 91, 2, [781975, 919072]
business : 5948040676, 165, 2, [655078, 771686]
economy : 9970894989, 105, 1, [919072, 643504]
business : 3608871625, 195, 6, [771686, 655078]
economy : 7758336426, 105, 0, [599912, 267593]
business : 1782578182, 197, 1, [771686, 267593]
economy : 8769102207, 57, 1, [643504, 422578]
business : 2359867315, 59, 2, [559233, 954691]
business : 1637794698, 89, 6, [643504, 771686]
luxury : 9683613153, 140, 7, [559233, 954691]
economy : 1975506710, 177, 2, [919072, 559233]
business : 5979467866, 61, 1, [771686, 919072]
economy : 5085612027, 97, 1, [559233, 771686]
economy : 7429259847, 50, 2, [655078, 599912]
business : 7451011756, 148, 4, [559233, 422578]
business : 5802327357, 156, 4, [919072, 643504]
economy : 7750823661, 174, 0, [655078, 781975]
economy : 2447884843, 186, 2, [771686, 267593]
economy : 5272482755, 86, 1, [655078, 771686]
first : 6365027997, 84, 2, [655078, 599912]
economy : 4723575666, 76, 1, [422578, 781975]
economy : 6481048773, 176, 1, [781975, 771686]
economy : 1724332385, 136, 1, [655078, 771686]
economy : 1871558960, 143, 2, [422578, 781975]
economy : 4239315045, 165, 0, [643504, 422578]
economy : 3198965420, 183, 3, [781975, 422578]
business : 9497353895, 48, 2, [643504, 599912]
business : 2801379635, 156, 2, [655078, 267593]
economy : 6173795823, 122, 6, [599912, 267593]
economy : 3085447809, 199, 1, [643504, 781975]
business : 5461555554, 128, 2, [643504, 781975]
business : 4692325784, 42, 3, [954691, 599912]
economy : 7571687334, 106, 6, [954691, 267593]
economy : 8003864748, 143, 0, [919072, 559233]
economy : 5803891456, 105, 0, [599912, 422578]
business : 5847432570, 198, 0, [781975, 267593]
economy : 9086941831, 44, 1, [422578, 267593]
business : 7917412839, 53, 1, [655078, 643504]
economy : 5626307999, 161, 2, [655078, 643504]
economy : 3398960877, 62, 0, [643504, 781975]
business : 9260390066, 175, 9, [919072, 781975]
economy : 7112717708, 52, 0, [643504, 599912]
economy : 6436622708, 196, 5, [781975, 954691]
economy : 5172941905, 72, 1, [559233, 781975]
economy : 5771645275, 198, 10, [954691, 643504]
economy : 2833501872, 41, 2, [655078, 267593]
business : 6724108167, 155, 1, [267593, 422578]
economy : 3606151472, 118, 1, [599912, 267593]
economy : 6036207081, 77, 1, [771686, 643504]
economy : 5566732839, 104, 1, [771686, 422578]
economy : 2724847988, 41, 1, [919072, 422578]
economy : 3626843391, 110, 2, [422578, 655078]
economy : 6847123910, 179, 1, [643504, 422578]
economy : 6425146249, 62, 0, [954691, 919072]
economy : 4614446570, 51, 0, [599912, 954691]
economy : 8132131332, 139, 0, [559233, 267593]
economy : 2497427724, 49, 1, [559233, 267593]
economy : 1166022562, 189, 3, [771686, 919072]
economy : 9223455755, 160, 9, [771686, 267593]
first : 8479232032, 163, 2, [599912, 655078]
economy : 4411824733, 115, 3, [655078, 559233]
first : 2542582269, 52, 3, [422578, 781975]
first : 7179170679, 93, 0, [781975, 599912]
economy : 1490598430, 104, 2, [655078, 267593]
economy : 5912024565, 46, 0, [655078, 559233]
economy : 7896552816, 153, 1, [771686, 655078]
economy : 9469483640, 179, 6, [267593, 919072]
economy : 3562383380, 188, 1, [643504, 954691]
first : 4636839232, 111, 3, [599912, 422578]
first : 4389542607, 161, 7, [919072, 954691]
business : 8232536483, 51, 2, [267593, 655078]
economy : 7503840654, 79, 4, [559233, 422578]
economy : 9227139755, 66, 6, [771686, 422578]
economy : 7495296548, 180, 9, [643504, 422578]
economy : 5188257480, 109, 2, [954691, 771686]
business : 8341918241, 109, 0, [771686, 267593]
business : 5223966346, 144, 1, [559233, 954691]
economy : 2968085026, 161, 1, [771686, 422578]
economy : 1301504945, 142, 0, [267593, 559233]
economy : 2137425335, 173, 2, [643504, 599912]
economy : 3135910062, 114, 2, [771686, 267593]
first : 8137948793, 50, 1, [559233, 599912]
economy : 1244785545, 82, 1, [559233, 599912]
economy : 1172623407, 170, 0, [954691, 771686]
economy : 6222583836, 100, 1, [422578, 655078]
economy : 4840166744, 194, 2, [771686, 919072]
luxury : 6804865873, 132, 2, [954691, 267593]
business : 4820811620, 145, 2, [771686, 954691]
economy : 7367786079, 148, 2, [599912, 559233]
economy : 1647915641, 63, 2, [771686, 599912]
economy : 2886745463, 187, 9, [919072, 771686]
economy : 5989824215, 198, 5, [919072, 643504]
economy : 7616822579, 147, 2, [655078, 599912]
economy : 4558556924, 95, 1, [781975, 599912]
business : 7372875308, 104, 4, [655078, 559233]
economy : 3644197431, 110, 3, [655078, 599912]
